employeeCode,firstName,lastName,email,address,mobileNo,dateOfJoining,dateOfLeaving,accessGroup,departmentID,designationID,functionID,gradeID,locationID,regionID,typeOfEmploymentID,active,sick_leaves,casual_leaves,annual_leaves,photograph,file_01,file_02,file_03,file_04,file_05,emergency_contact_01,emergency_contact_02,description,date_of_birth,father_name,campus_code
<000011>,DMC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,,DMC
<000012>,DMC-Kashif,Manzoor,<->,<->,,01/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DMC
<000013>,DMC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,,DMC
<000014>,DMC-Kashif,Manzoor,<->,<->,,01/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DMC
<000015>,DMC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,,DMC
<000054>,DDC-Zahir,Ahmed,<->,,,01/01/2019,,<HR>,<->,<->,<Staff>,<I>,<karachi>,<->,1,TRUE,8,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,D,DDC
<000056>,DDC-Saad,Munshi,<->,<->,,01/01/2019,,<LM>,<A>,<A>,<Lecturer>,<I>,<->,<A>,1,TRUE,6,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,A,DDC
<000051>,DDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DDC
<000052>,DDC-Kashif,Manzoor,<->,<->,,01/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DDC
<000053>,DDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DDC
<000055>,DDC-Kashif,Manzoor,<->,<->,,01/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DDC
<000057>,DDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DDC
<000060>,DDC-Kashif,Manzoor,<->,<->,,01/10/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DDC
<000061>,DDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DDC
<000062>,DDC-Kashif,Manzoor,<->,<->,,01/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DDC
<000064>,DDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DDC
<000066>,DDC-Kashif,Manzoor,<->,<->,,01/10/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DDC
<000067>,DDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DDC
<000124>,DIDC-Zahir,Ahmed,<->,,,01/01/2019,,<HR>,<->,<->,<Staff>,<I>,<karachi>,<->,1,TRUE,8,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DIDC
<000126>,DIDC-Saad,Munshi,<->,<->,,01/01/2019,,<LM>,<A>,<A>,<Lecturer>,<I>,<->,<A>,1,TRUE,6,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DIDC
<000122>,DIDC-Kashif,Manzoor,<->,<->,,01/10/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DIDC
<000132>,DIDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DIDC
<000141>,DIDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DIDC
<000150>,DIDC-Kashif,Manzoor,<->,<->,,01/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DIDC
<000161>,DIDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DIDC
<000162>,DIDC-Kashif,Manzoor,<->,<->,,01/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DIDC
<000163>,DIDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DIDC
<000167>,DIDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DIDC
<000168>,DIDC-Kashif,Manzoor,<->,<->,,01/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,DIDC
<000169>,DIDC-Aleem,Shah,<->,,345456443,01/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,DIDC
