employeeCode,firstName,lastName,email,address,mobileNo,dateOfJoining,dateOfLeaving,accessGroup,departmentID,designationID,functionID,gradeID,locationID,regionID,typeOfEmploymentID,active,sick_leaves,casual_leaves,annual_leaves,photograph,file_01,file_02,file_03,file_04,file_05,emergency_contact_01,emergency_contact_02,description,date_of_birth,father_name,gender,campus_code,program_shift
<111055>,DDC-Majid,Khan,<->,<->,,15/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<A>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,female,DDC,Morning
<111057>,DDC-Moosa,Shah,<->,,345456443,03/07/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DDC,Morning
<111060>,DDC-Kashif,Shaheed,<->,<->,,01/10/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DDC,Morning
<111061>,DDC-Kazim,Tahir,<->,,345456443,03/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DDC,Morning
<111062>,DDC-Kashif,Manzoor,<->,<->,,03/11/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DDC,Morning
<111064>,DDC-Akram,Moin,<->,,345456443,03/05/2018,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,female,DDC,Morning
<111066>,DDC-Kashif,Danish,<->,<->,,01/10/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<A>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,female,DDC,Morning
<111067>,DDC-Aleem,Peerzada,<->,,345456443,03/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DDC,Morning
<111124>,DIDC-Zahir,Ahmed,<->,,,03/01/2019,,<HR>,<->,<->,<Staff>,<I>,<karachi>,<->,1,TRUE,8,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,male,DIDC,Morning
<111126>,DIDC-Saad,Munshi,<->,<->,,15/05/2019,,<LM>,<A>,<A>,<Lecturer>,<I>,<->,<A>,1,TRUE,6,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,male,DIDC,Morning
<111122>,DIDC-Kashif,Bhatti,<->,<->,,01/10/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,male,DIDC,Morning
<111132>,DIDC-Aleem,Shah,<->,,345456443,03/05/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,male,DIDC,Morning
<111141>,DIDC-Kareem,Yasir,<->,,345456443,03/07/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DIDC,Morning
<111150>,DIDC-Kashif,Manzoor,<->,<->,,03/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DIDC,Morning
<111161>,DIDC-Immam,Hussain,<->,,345456443,03/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DIDC,Morning
<111162>,DIDC-Kashif,Kareem,<->,<->,,03/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,male,DIDC,Morning
<111163>,DIDC-Taqir,Shah,<->,,345456443,03/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DIDC,Morning
<111167>,DIDC-Munir,Shah,<->,,345456443,03/07/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,male,DIDC,Morning
<111168>,DIDC-Rauf,Naveed,<->,<->,,03/01/2019,,<EMP>,<->,<->,<STUDENT>,<->,<karachi>,<B>,1,TRUE,4,5,5,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<->,male,DIDC,Morning
<111169>,DIDC-Dawar,Shah,<->,,345456443,03/01/2019,,<EMP>,<A>,<->,<STUDENT>,<->,<karachi>,<->,1,TRUE,7,4,8,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DIDC,Morning
<111111>,DMC-Haris,Tanveer,<->,,,03/01/2019,,<HR>,<->,<->,<Staff>,<I>,<karachi>,<->,1,TRUE,8,10,20,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning
<111222>,DMC-Majid,Saleem,<->,<->,,03/07/2019,,<LM>,<A>,<A>,<Staff>,<I>,<->,<A>,1,TRUE,6,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning
<111333>,DDC-Fahad,Ahmed,<->,,,03/01/2019,,<HR>,<->,<->,<Staff>,<I>,<karachi>,<->,1,TRUE,8,10,20,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DDC,Morning
<111444>,DDC-Parveiz,Shahid,<->,<->,,03/01/2018,,<LM>,<A>,<A>,<Staff>,<I>,<->,<A>,1,TRUE,6,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DDC,Morning
<111555>,DDC-Rashid,Ahmed,<->,,,03/01/2019,,<HR>,<->,<->,<Staff>,<I>,<karachi>,<->,1,TRUE,8,10,20,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DDC,Morning
<111666>,DIDC-Basit,Mirza,<->,<->,,03/08/2019,,<LM>,<A>,<A>,<Staff>,<I>,<->,<B>,1,TRUE,6,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DIDC,Morning
<111777>,DIDC-Ali,Ahmed,<->,,,03/11/2019,,<EMP>,<->,<->,<Staff>,<I>,<karachi>,<->,1,TRUE,8,10,20,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DIDC,Morning
<111888>,DIDC-Saad,Latif,<->,<->,,15/05/2019,,<LM>,<A>,<A>,<Staff>,<I>,<->,<A>,1,TRUE,6,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DIDC,Morning
<111999>,DIDC-Kaqir,Mirza,<->,<->,,03/12/2019,,<LM>,<A>,<A>,<Staff>,<I>,<->,<A>,1,TRUE,6,5,6,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DIDC,Morning
